projectid,CURRENT.DATE,simulationid,SArun,Site,Model,Trt,vET0shift,SowingDate,Yield_HS_H_TAir,AnthesisDate,Anthesis,MaturityDate,Maturity,Yield_no_HS,LAImax,BiomassMaturity,Yield_HS_H_TCan,TRANRF,NNI,RTMCO,ActualTranspiration,ActualEvaporation,PotentialTranspiration,PotentialEvap,ET0,RAIN,RAIN+IRR,WFAST,N_totalLive,N_liveRoots,Ngrain,SoilN,EmergenceDate,PotentialEvapotranspiration,aveMaxTemp_14,Tc_14,rcCO2.vrc
rots,19.04.2002,rots_00__2,1,AZMA,L5,7,1.0,299,33.94735306875065,27.01.2002,27,19.04.2002,109,33.94735306875065,0.29525835476986695,0.6333848428777205,33.94735306875065,0.962987432879947,0.779917844129775,0.7288895386614687,59.52537225348049,20.807991156411756,66.64937385455893,20.807991156411756,172.65607924305607,299.79999999999995,299.79999999999995,0.0,9.157106029491032,2.5193823202537198,6.372882569338431,37.474000000000274,31.10.2001,87.45736501097066,5.03259036534356,4.037795264025976,60.56999999999986
rots,19.04.2002,rots_00__3,2,AZMA,L5,7,1.0,299,44.204681554664624,27.01.2002,27,19.04.2002,109,44.204681554664624,0.4334096561890887,0.8160615656423243,44.204681554664624,0.9761328207900146,0.7548967247248193,0.7288895386614687,72.094237606439,20.807991156411756,75.78314830395792,20.807991156411756,172.65607924305607,299.79999999999995,299.79999999999995,0.0,10.5509586786725,2.535846249254616,7.691074575197953,37.474000000000274,31.10.2001,96.59113946036967,5.03259036534356,4.035180381352166,60.56999999999986
rots,15.05.2002,rots_00__1,0,AZMA,L5,7,1.0,299,82.53038513239277,01.03.2002,60,15.05.2002,135,82.53038513239277,0.569804700144123,1.516327048653782,82.53038513239277,0.9897084746547938,0.782031833146372,0.7642110829103217,103.5649701240378,28.10960491896124,103.09780879449511,28.10960491896124,233.2418414587648,332.39999999999986,332.39999999999986,0.0,15.015044437313305,2.2016046901093858,12.112624588437356,36.12100000000038,31.10.2001,131.20741371345636,5.508200741333718,4.4452710131673445,60.56999999999984
rots,02.05.2002,rots_00__4,3,AZMA,L5,7,1.0,299,62.07495868671247,10.02.2002,41,02.05.2002,122,62.07495868671247,0.5005095244173248,1.1265308073121116,62.07495868671247,0.9871077202059763,0.7683294287540783,0.7486486639492757,86.34432795656063,24.413940398720264,86.72158733390718,24.413940398720264,202.5767502701875,311.9999999999999,311.9999999999999,0.0,12.400951698056357,2.4533575591191243,9.470179314704723,36.90000000000032,31.10.2001,111.13552773262748,5.252591797771781,4.230641249628465,60.569999999999844
rots,02.05.2002,rots_00__5,4,AZMA,L5,7,1.0,299,80.32652105399713,10.02.2002,41,02.05.2002,122,80.32652105399713,0.6893539927406267,1.4384619842979915,80.32652105399713,0.9891304347826086,0.7632241895137859,0.7486486639492757,100.86339379515982,24.413940398720264,100.45113265421396,24.413940398720264,202.5767502701875,311.9999999999999,311.9999999999999,0.0,14.91664838789491,2.5639335371215957,11.752780609063414,36.90000000000032,31.10.2001,124.86507305293424,5.252591797771781,4.238354241385125,60.569999999999844
rots,24.05.2002,rots_00__6,5,AZMA,L5,7,1.0,299,219.93084301939396,18.03.2002,77,24.05.2002,144,219.93084301939396,1.4075328415598578,4.020532826411169,219.93084301939396,0.9902912621359223,0.820128606160145,0.774937297734628,180.0283888141864,31.503593356058314,178.8571573541453,31.503593356058314,261.40374964781563,359.39999999999986,359.39999999999986,0.0,31.86615647085437,1.3765997678475816,28.21596571724326,35.42400000000043,31.10.2001,210.3607507102035,5.831815535338013,4.683786824831303,60.56999999999983
rots,02.05.2002,rots_00__8,7,AZMA,L5,7,1.0,299,80.32652105399713,10.02.2002,41,02.05.2002,122,80.32652105399713,0.6893539927406267,1.4384619842979915,80.32652105399713,0.9891304347826086,0.7632241895137859,0.7486486639492757,100.86339379515982,24.413940398720264,100.45113265421396,24.413940398720264,202.5767502701875,311.9999999999999,311.9999999999999,0.0,14.91664838789491,2.5639335371215957,11.752780609063414,36.90000000000032,31.10.2001,124.86507305293424,5.252591797771781,4.238419865409528,60.569999999999844
rots,24.05.2002,rots_00__7,6,AZMA,L5,7,1.0,299,219.93084301939396,18.03.2002,77,24.05.2002,144,219.93084301939396,1.4075328415598578,4.020532826411169,219.93084301939396,0.9902912621359223,0.820128606160145,0.774937297734628,180.0283888141864,31.503593356058314,178.8571573541453,31.503593356058314,261.40374964781563,359.39999999999986,359.39999999999986,0.0,31.86615647085437,1.3765997678475816,28.21596571724326,35.42400000000043,31.10.2001,210.3607507102035,5.831815535338013,4.683925732719704,60.56999999999983
rots,02.05.2002,rots_00__9,8,AZMA,L5,7,1.0,299,62.07495868671247,10.02.2002,41,02.05.2002,122,62.07495868671247,0.5005095244173248,1.1265308073121116,62.07495868671247,0.9871077202059763,0.7683294287540783,0.7486486639492757,86.34432795656063,24.413940398720264,86.72158733390718,24.413940398720264,202.5767502701875,311.9999999999999,311.9999999999999,0.0,12.400951698056357,2.4533575591191243,9.470179314704723,36.90000000000032,31.10.2001,111.13552773262748,5.252591797771781,4.2321538630120745,60.569999999999844
rots,24.05.2002,rots_00__10,9,AZMA,L5,7,1.0,299,199.39068248833385,18.03.2002,77,24.05.2002,144,199.39068248833385,1.2290001092780336,3.649502791184069,199.39068248833385,0.9902912621359223,0.8197278411290934,0.774937297734628,168.27243810329827,31.503593356058314,167.1828916520463,31.503593356058314,261.40374964781563,359.39999999999986,359.39999999999986,0.0,29.030374686948818,1.3572790199560023,25.606518321074034,35.42400000000043,31.10.2001,198.6864850081045,5.831815535338013,4.678753795658225,60.56999999999983
