var,date,param,mu,mu_star,mu_star_conf,sigma
Yield_HS_H_TAir,,TSUM1,133.8721887224739,133.8721887224739,28.439601883513035,48.84027247661824
Yield_HS_H_TAir,,SLATB_where_1,32.916586413610695,32.916586413610695,13.279080802162374,22.04146536462359
